store_id,item_id,date,cnt
STORE_1,STORE_1_555,2011-05-31,35
STORE_1,STORE_1_555,2011-06-01,44
STORE_1,STORE_1_555,2011-06-02,30
STORE_1,STORE_1_555,2011-06-03,72
STORE_1,STORE_1_555,2011-06-04,57
STORE_1,STORE_1_555,2011-06-05,55
STORE_1,STORE_1_555,2011-06-06,42
STORE_1,STORE_1_555,2011-06-07,73
STORE_1,STORE_1_555,2011-06-08,47
STORE_1,STORE_1_555,2011-06-09,49
STORE_1,STORE_1_555,2011-06-10,36
STORE_1,STORE_1_555,2011-06-11,53
STORE_1,STORE_1_555,2011-06-12,38
STORE_1,STORE_1_555,2011-06-13,33
STORE_1,STORE_1_555,2011-06-14,42
STORE_1,STORE_1_555,2011-06-15,51
STORE_1,STORE_1_555,2011-06-16,46
STORE_1,STORE_1_555,2011-06-17,55
STORE_1,STORE_1_555,2011-06-18,59
STORE_1,STORE_1_555,2011-06-19,31
STORE_1,STORE_1_555,2011-06-20,14
STORE_1,STORE_1_555,2011-06-21,40
STORE_1,STORE_1_555,2011-06-22,32
STORE_1,STORE_1_555,2011-06-23,31
STORE_1,STORE_1_555,2011-06-24,61
STORE_1,STORE_1_555,2011-06-25,38
STORE_1,STORE_1_555,2011-06-26,37
STORE_1,STORE_1_555,2011-06-27,34
STORE_1,STORE_1_555,2011-06-28,28
STORE_1,STORE_1_555,2011-06-29,39
STORE_1,STORE_1_555,2011-06-30,48
STORE_1,STORE_1_555,2011-07-01,78
STORE_1,STORE_1_555,2011-07-02,101
STORE_1,STORE_1_555,2011-07-03,70
STORE_1,STORE_1_555,2011-07-04,37
STORE_1,STORE_1_555,2011-07-05,43
STORE_1,STORE_1_555,2011-07-06,16
STORE_1,STORE_1_555,2011-07-07,24
STORE_1,STORE_1_555,2011-07-08,47
STORE_1,STORE_1_555,2011-07-09,74
STORE_1,STORE_1_555,2011-07-10,71
STORE_1,STORE_1_555,2011-07-11,47
STORE_1,STORE_1_555,2011-07-12,39
STORE_1,STORE_1_555,2011-07-13,33
STORE_1,STORE_1_555,2011-07-14,47
STORE_1,STORE_1_555,2011-07-15,69
STORE_1,STORE_1_555,2011-07-16,57
STORE_1,STORE_1_555,2011-07-17,80
STORE_1,STORE_1_555,2011-07-18,69
STORE_1,STORE_1_555,2011-07-19,45
STORE_1,STORE_1_555,2011-07-20,46
STORE_1,STORE_1_555,2011-07-21,46
STORE_1,STORE_1_555,2011-07-22,60
STORE_1,STORE_1_555,2011-07-23,63
STORE_1,STORE_1_555,2011-07-24,46
STORE_1,STORE_1_555,2011-07-25,45
STORE_1,STORE_1_555,2011-07-26,31
STORE_1,STORE_1_555,2011-07-27,22
STORE_1,STORE_1_555,2011-07-28,41
STORE_1,STORE_1_555,2011-07-29,41
STORE_1,STORE_1_555,2011-07-30,69
STORE_1,STORE_1_555,2011-07-31,71
STORE_1,STORE_1_555,2011-08-01,62
STORE_1,STORE_1_555,2011-08-02,45
STORE_1,STORE_1_555,2011-08-03,64
STORE_1,STORE_1_555,2011-08-04,47
STORE_1,STORE_1_555,2011-08-05,60
STORE_1,STORE_1_555,2011-08-06,72
STORE_1,STORE_1_555,2011-08-07,56
STORE_1,STORE_1_555,2011-08-08,37
STORE_1,STORE_1_555,2011-08-09,66
STORE_1,STORE_1_555,2011-08-10,43
STORE_1,STORE_1_555,2011-08-11,56
STORE_1,STORE_1_555,2011-08-12,39
STORE_1,STORE_1_555,2011-08-13,59
STORE_1,STORE_1_555,2011-08-14,57
STORE_1,STORE_1_555,2011-08-15,50
STORE_1,STORE_1_555,2011-08-16,53
STORE_1,STORE_1_555,2011-08-17,41
STORE_1,STORE_1_555,2011-08-18,57
STORE_1,STORE_1_555,2011-08-19,62
STORE_1,STORE_1_555,2011-08-20,65
STORE_1,STORE_1_555,2011-08-21,48
STORE_1,STORE_1_555,2011-08-22,41
STORE_1,STORE_1_555,2011-08-23,28
STORE_1,STORE_1_555,2011-08-24,39
STORE_1,STORE_1_555,2011-08-25,38
STORE_1,STORE_1_555,2011-08-26,60
STORE_1,STORE_1_555,2011-08-27,53
STORE_1,STORE_1_555,2011-08-28,49
STORE_1,STORE_1_555,2011-08-29,45
STORE_1,STORE_1_555,2011-08-30,27
STORE_1,STORE_1_555,2011-08-31,62
STORE_1,STORE_1_555,2011-09-01,67
STORE_1,STORE_1_555,2011-09-02,88
STORE_1,STORE_1_555,2011-09-03,81
STORE_1,STORE_1_555,2011-09-04,52
STORE_1,STORE_1_555,2011-09-05,54
STORE_1,STORE_1_555,2011-09-06,38
STORE_1,STORE_1_555,2011-09-07,26
STORE_1,STORE_1_555,2011-09-08,36
STORE_1,STORE_1_555,2011-09-09,50
STORE_1,STORE_1_555,2011-09-10,52
STORE_1,STORE_1_555,2011-09-11,60
STORE_1,STORE_1_555,2011-09-12,43
STORE_1,STORE_1_555,2011-09-13,29
STORE_1,STORE_1_555,2011-09-14,39
STORE_1,STORE_1_555,2011-09-15,45
STORE_1,STORE_1_555,2011-09-16,37
STORE_1,STORE_1_555,2011-09-17,54
STORE_1,STORE_1_555,2011-09-18,32
STORE_1,STORE_1_555,2011-09-19,37
STORE_1,STORE_1_555,2011-09-20,38
STORE_1,STORE_1_555,2011-09-21,27
STORE_1,STORE_1_555,2011-09-22,37
STORE_1,STORE_1_555,2011-09-23,43
STORE_1,STORE_1_555,2011-09-24,52
STORE_1,STORE_1_555,2011-09-25,43
STORE_1,STORE_1_555,2011-09-26,28
STORE_1,STORE_1_555,2011-09-27,23
STORE_1,STORE_1_555,2011-09-28,21
STORE_1,STORE_1_555,2011-09-29,28
STORE_1,STORE_1_555,2011-09-30,43
STORE_1,STORE_1_555,2011-10-01,57
STORE_1,STORE_1_555,2011-10-02,63
STORE_1,STORE_1_555,2011-10-03,61
STORE_1,STORE_1_555,2011-10-04,38
STORE_1,STORE_1_555,2011-10-05,47
STORE_1,STORE_1_555,2011-10-06,40
STORE_1,STORE_1_555,2011-10-07,38
STORE_1,STORE_1_555,2011-10-08,70
STORE_1,STORE_1_555,2011-10-09,47
STORE_1,STORE_1_555,2011-10-10,46
STORE_1,STORE_1_555,2011-10-11,48
STORE_1,STORE_1_555,2011-10-12,45
STORE_1,STORE_1_555,2011-10-13,49
STORE_1,STORE_1_555,2011-10-14,55
STORE_1,STORE_1_555,2011-10-15,80
STORE_1,STORE_1_555,2011-10-16,61
STORE_1,STORE_1_555,2011-10-17,37
STORE_1,STORE_1_555,2011-10-18,43
STORE_1,STORE_1_555,2011-10-19,33
STORE_1,STORE_1_555,2011-10-20,30
STORE_1,STORE_1_555,2011-10-21,52
STORE_1,STORE_1_555,2011-10-22,57
STORE_1,STORE_1_555,2011-10-23,42
STORE_1,STORE_1_555,2011-10-24,33
STORE_1,STORE_1_555,2011-10-25,38
STORE_1,STORE_1_555,2011-10-26,37
STORE_1,STORE_1_555,2011-10-27,39
STORE_1,STORE_1_555,2011-10-28,61
STORE_1,STORE_1_555,2011-10-29,61
STORE_1,STORE_1_555,2011-10-30,49
STORE_1,STORE_1_555,2011-10-31,40
STORE_1,STORE_1_555,2011-11-01,50
STORE_1,STORE_1_555,2011-11-02,32
STORE_1,STORE_1_555,2011-11-03,35
STORE_1,STORE_1_555,2011-11-04,59
STORE_1,STORE_1_555,2011-11-05,77
STORE_1,STORE_1_555,2011-11-06,66
STORE_1,STORE_1_555,2011-11-07,42
STORE_1,STORE_1_555,2011-11-08,41
STORE_1,STORE_1_555,2011-11-09,42
STORE_1,STORE_1_555,2011-11-10,46
STORE_1,STORE_1_555,2011-11-11,45
STORE_1,STORE_1_555,2011-11-12,54
STORE_1,STORE_1_555,2011-11-13,65
STORE_1,STORE_1_555,2011-11-14,42
STORE_1,STORE_1_555,2011-11-15,49
STORE_1,STORE_1_555,2011-11-16,33
STORE_1,STORE_1_555,2011-11-17,39
STORE_1,STORE_1_555,2011-11-18,66
STORE_1,STORE_1_555,2011-11-19,62
STORE_1,STORE_1_555,2011-11-20,56
STORE_1,STORE_1_555,2011-11-21,27
STORE_1,STORE_1_555,2011-11-22,38
STORE_1,STORE_1_555,2011-11-23,51
STORE_1,STORE_1_555,2011-11-24,71
STORE_1,STORE_1_555,2011-11-25,107
STORE_1,STORE_1_555,2011-11-26,56
STORE_1,STORE_1_555,2011-11-27,49
STORE_1,STORE_1_555,2011-11-28,32
STORE_1,STORE_1_555,2011-11-29,22
STORE_1,STORE_1_555,2011-11-30,36
STORE_1,STORE_1_555,2011-12-01,49
STORE_1,STORE_1_555,2011-12-02,66
STORE_1,STORE_1_555,2011-12-03,70
STORE_1,STORE_1_555,2011-12-04,49
STORE_1,STORE_1_555,2011-12-05,42
STORE_1,STORE_1_555,2011-12-06,43
STORE_1,STORE_1_555,2011-12-07,23
STORE_1,STORE_1_555,2011-12-08,32
STORE_1,STORE_1_555,2011-12-09,59
STORE_1,STORE_1_555,2011-12-10,64
STORE_1,STORE_1_555,2011-12-11,64
STORE_1,STORE_1_555,2011-12-12,42
STORE_1,STORE_1_555,2011-12-13,36
STORE_1,STORE_1_555,2011-12-14,51
STORE_1,STORE_1_555,2011-12-15,35
STORE_1,STORE_1_555,2011-12-16,47
STORE_1,STORE_1_555,2011-12-17,55
STORE_1,STORE_1_555,2011-12-18,60
STORE_1,STORE_1_555,2011-12-19,56
STORE_1,STORE_1_555,2011-12-20,38
STORE_1,STORE_1_555,2011-12-21,37
STORE_1,STORE_1_555,2011-12-22,38
STORE_1,STORE_1_555,2011-12-23,77
STORE_1,STORE_1_555,2011-12-24,60
STORE_1,STORE_1_555,2011-12-25,0
STORE_1,STORE_1_555,2011-12-26,62
STORE_1,STORE_1_555,2011-12-27,41
STORE_1,STORE_1_555,2011-12-28,33
STORE_1,STORE_1_555,2011-12-29,36
STORE_1,STORE_1_555,2011-12-30,43
STORE_1,STORE_1_555,2011-12-31,52
STORE_1,STORE_1_555,2012-01-01,33
STORE_1,STORE_1_555,2012-01-02,37
STORE_1,STORE_1_555,2012-01-03,39
STORE_1,STORE_1_555,2012-01-04,29
STORE_1,STORE_1_555,2012-01-05,41
STORE_1,STORE_1_555,2012-01-06,50
STORE_1,STORE_1_555,2012-01-07,61
STORE_1,STORE_1_555,2012-01-08,48
STORE_1,STORE_1_555,2012-01-09,43
STORE_1,STORE_1_555,2012-01-10,38
STORE_1,STORE_1_555,2012-01-11,51
STORE_1,STORE_1_555,2012-01-12,32
STORE_1,STORE_1_555,2012-01-13,36
STORE_1,STORE_1_555,2012-01-14,43
STORE_1,STORE_1_555,2012-01-15,47
STORE_1,STORE_1_555,2012-01-16,32
STORE_1,STORE_1_555,2012-01-17,20
STORE_1,STORE_1_555,2012-01-18,24
STORE_1,STORE_1_555,2012-01-19,27
STORE_1,STORE_1_555,2012-01-20,31
STORE_1,STORE_1_555,2012-01-21,42
STORE_1,STORE_1_555,2012-01-22,40
STORE_1,STORE_1_555,2012-01-23,32
STORE_1,STORE_1_555,2012-01-24,32
STORE_1,STORE_1_555,2012-01-25,16
STORE_1,STORE_1_555,2012-01-26,30
STORE_1,STORE_1_555,2012-01-27,40
STORE_1,STORE_1_555,2012-01-28,43
STORE_1,STORE_1_555,2012-01-29,30
STORE_1,STORE_1_555,2012-01-30,25
STORE_1,STORE_1_555,2012-01-31,45
STORE_1,STORE_1_555,2012-02-01,47
STORE_1,STORE_1_555,2012-02-02,57
STORE_1,STORE_1_555,2012-02-03,55
STORE_1,STORE_1_555,2012-02-04,66
STORE_1,STORE_1_555,2012-02-05,68
STORE_1,STORE_1_555,2012-02-06,51
STORE_1,STORE_1_555,2012-02-07,45
STORE_1,STORE_1_555,2012-02-08,41
STORE_1,STORE_1_555,2012-02-09,55
STORE_1,STORE_1_555,2012-02-10,38
STORE_1,STORE_1_555,2012-02-11,77
STORE_1,STORE_1_555,2012-02-12,78
STORE_1,STORE_1_555,2012-02-13,67
STORE_1,STORE_1_555,2012-02-14,44
STORE_1,STORE_1_555,2012-02-15,53
STORE_1,STORE_1_555,2012-02-16,4
STORE_1,STORE_1_555,2012-02-17,0
STORE_1,STORE_1_555,2012-02-18,69
STORE_1,STORE_1_555,2012-02-19,57
STORE_1,STORE_1_555,2012-02-20,38
STORE_1,STORE_1_555,2012-02-21,41
STORE_1,STORE_1_555,2012-02-22,30
STORE_1,STORE_1_555,2012-02-23,40
STORE_1,STORE_1_555,2012-02-24,40
STORE_1,STORE_1_555,2012-02-25,63
STORE_1,STORE_1_555,2012-02-26,54
STORE_1,STORE_1_555,2012-02-27,37
STORE_1,STORE_1_555,2012-02-28,31
STORE_1,STORE_1_555,2012-02-29,35
STORE_1,STORE_1_555,2012-03-01,58
STORE_1,STORE_1_555,2012-03-02,52
STORE_1,STORE_1_555,2012-03-03,76
STORE_1,STORE_1_555,2012-03-04,53
STORE_1,STORE_1_555,2012-03-05,46
STORE_1,STORE_1_555,2012-03-06,70
STORE_1,STORE_1_555,2012-03-07,52
STORE_1,STORE_1_555,2012-03-08,48
STORE_1,STORE_1_555,2012-03-09,47
STORE_1,STORE_1_555,2012-03-10,60
STORE_1,STORE_1_555,2012-03-11,60
STORE_1,STORE_1_555,2012-03-12,52
STORE_1,STORE_1_555,2012-03-13,42
STORE_1,STORE_1_555,2012-03-14,40
STORE_1,STORE_1_555,2012-03-15,44
STORE_1,STORE_1_555,2012-03-16,58
STORE_1,STORE_1_555,2012-03-17,62
STORE_1,STORE_1_555,2012-03-18,64
STORE_1,STORE_1_555,2012-03-19,58
STORE_1,STORE_1_555,2012-03-20,38
STORE_1,STORE_1_555,2012-03-21,42
STORE_1,STORE_1_555,2012-03-22,36
STORE_1,STORE_1_555,2012-03-23,43
STORE_1,STORE_1_555,2012-03-24,53
STORE_1,STORE_1_555,2012-03-25,44
STORE_1,STORE_1_555,2012-03-26,28
STORE_1,STORE_1_555,2012-03-27,33
STORE_1,STORE_1_555,2012-03-28,30
STORE_1,STORE_1_555,2012-03-29,27
STORE_1,STORE_1_555,2012-03-30,47
STORE_1,STORE_1_555,2012-03-31,62
STORE_1,STORE_1_555,2012-04-01,47
STORE_1,STORE_1_555,2012-04-02,60
STORE_1,STORE_1_555,2012-04-03,43
STORE_1,STORE_1_555,2012-04-04,31
STORE_1,STORE_1_555,2012-04-05,40
STORE_1,STORE_1_555,2012-04-06,60
STORE_1,STORE_1_555,2012-04-07,85
STORE_1,STORE_1_555,2012-04-08,58
STORE_1,STORE_1_555,2012-04-09,44
STORE_1,STORE_1_555,2012-04-10,29
STORE_1,STORE_1_555,2012-04-11,39
STORE_1,STORE_1_555,2012-04-12,54
STORE_1,STORE_1_555,2012-04-13,56
STORE_1,STORE_1_555,2012-04-14,53
STORE_1,STORE_1_555,2012-04-15,46
STORE_1,STORE_1_555,2012-04-16,35
STORE_1,STORE_1_555,2012-04-17,33
STORE_1,STORE_1_555,2012-04-18,36
STORE_1,STORE_1_555,2012-04-19,19
STORE_1,STORE_1_555,2012-04-20,41
STORE_1,STORE_1_555,2012-04-21,52
STORE_1,STORE_1_555,2012-04-22,41
STORE_1,STORE_1_555,2012-04-23,33
STORE_1,STORE_1_555,2012-04-24,27
STORE_1,STORE_1_555,2012-04-25,24
STORE_1,STORE_1_555,2012-04-26,33
STORE_1,STORE_1_555,2012-04-27,51
STORE_1,STORE_1_555,2012-04-28,34
STORE_1,STORE_1_555,2012-04-29,35
STORE_1,STORE_1_555,2012-04-30,37
STORE_1,STORE_1_555,2012-05-01,51
STORE_1,STORE_1_555,2012-05-02,65
STORE_1,STORE_1_555,2012-05-03,50
STORE_1,STORE_1_555,2012-05-04,46
STORE_1,STORE_1_555,2012-05-05,65
STORE_1,STORE_1_555,2012-05-06,45
STORE_1,STORE_1_555,2012-05-07,37
STORE_1,STORE_1_555,2012-05-08,33
STORE_1,STORE_1_555,2012-05-09,48
STORE_1,STORE_1_555,2012-05-10,48
STORE_1,STORE_1_555,2012-05-11,48
STORE_1,STORE_1_555,2012-05-12,63
STORE_1,STORE_1_555,2012-05-13,54
STORE_1,STORE_1_555,2012-05-14,50
STORE_1,STORE_1_555,2012-05-15,55
STORE_1,STORE_1_555,2012-05-16,12
STORE_1,STORE_1_555,2012-05-17,36
STORE_1,STORE_1_555,2012-05-18,49
STORE_1,STORE_1_555,2012-05-19,49
STORE_1,STORE_1_555,2012-05-20,32
STORE_1,STORE_1_555,2012-05-21,36
STORE_1,STORE_1_555,2012-05-22,27
STORE_1,STORE_1_555,2012-05-23,39
STORE_1,STORE_1_555,2012-05-24,41
STORE_1,STORE_1_555,2012-05-25,43
STORE_1,STORE_1_555,2012-05-26,35
STORE_1,STORE_1_555,2012-05-27,30
STORE_1,STORE_1_555,2012-05-28,44
STORE_1,STORE_1_555,2012-05-29,29
STORE_1,STORE_1_555,2012-05-30,23
STORE_1,STORE_1_555,2012-05-31,22
STORE_1,STORE_1_555,2012-06-01,54
STORE_1,STORE_1_555,2012-06-02,61
STORE_1,STORE_1_555,2012-06-03,50
STORE_1,STORE_1_555,2012-06-04,28
STORE_1,STORE_1_555,2012-06-05,36
STORE_1,STORE_1_555,2012-06-06,45
STORE_1,STORE_1_555,2012-06-07,42
STORE_1,STORE_1_555,2012-06-08,81
STORE_1,STORE_1_555,2012-06-09,70
STORE_1,STORE_1_555,2012-06-10,70
STORE_1,STORE_1_555,2012-06-11,56
STORE_1,STORE_1_555,2012-06-12,55
STORE_1,STORE_1_555,2012-06-13,35
STORE_1,STORE_1_555,2012-06-14,36
STORE_1,STORE_1_555,2012-06-15,58
STORE_1,STORE_1_555,2012-06-16,65
STORE_1,STORE_1_555,2012-06-17,56
STORE_1,STORE_1_555,2012-06-18,46
STORE_1,STORE_1_555,2012-06-19,48
STORE_1,STORE_1_555,2012-06-20,38
STORE_1,STORE_1_555,2012-06-21,46
STORE_1,STORE_1_555,2012-06-22,50
STORE_1,STORE_1_555,2012-06-23,56
STORE_1,STORE_1_555,2012-06-24,44
STORE_1,STORE_1_555,2012-06-25,30
STORE_1,STORE_1_555,2012-06-26,38
STORE_1,STORE_1_555,2012-06-27,40
STORE_1,STORE_1_555,2012-06-28,27
STORE_1,STORE_1_555,2012-06-29,54
STORE_1,STORE_1_555,2012-06-30,71
STORE_1,STORE_1_555,2012-07-01,45
STORE_1,STORE_1_555,2012-07-02,50
STORE_1,STORE_1_555,2012-07-03,62
STORE_1,STORE_1_555,2012-07-04,61
STORE_1,STORE_1_555,2012-07-05,56
STORE_1,STORE_1_555,2012-07-06,86
STORE_1,STORE_1_555,2012-07-07,45
STORE_1,STORE_1_555,2012-07-08,48
STORE_1,STORE_1_555,2012-07-09,52
STORE_1,STORE_1_555,2012-07-10,35
STORE_1,STORE_1_555,2012-07-11,31
STORE_1,STORE_1_555,2012-07-12,39
STORE_1,STORE_1_555,2012-07-13,44
STORE_1,STORE_1_555,2012-07-14,55
STORE_1,STORE_1_555,2012-07-15,80
STORE_1,STORE_1_555,2012-07-16,65
STORE_1,STORE_1_555,2012-07-17,56
STORE_1,STORE_1_555,2012-07-18,33
STORE_1,STORE_1_555,2012-07-19,23
STORE_1,STORE_1_555,2012-07-20,43
STORE_1,STORE_1_555,2012-07-21,55
STORE_1,STORE_1_555,2012-07-22,44
STORE_1,STORE_1_555,2012-07-23,57
STORE_1,STORE_1_555,2012-07-24,30
STORE_1,STORE_1_555,2012-07-25,41
STORE_1,STORE_1_555,2012-07-26,38
STORE_1,STORE_1_555,2012-07-27,30
STORE_1,STORE_1_555,2012-07-28,43
STORE_1,STORE_1_555,2012-07-29,41
STORE_1,STORE_1_555,2012-07-30,35
STORE_1,STORE_1_555,2012-07-31,31
STORE_1,STORE_1_555,2012-08-01,46
STORE_1,STORE_1_555,2012-08-02,56
STORE_1,STORE_1_555,2012-08-03,52
STORE_1,STORE_1_555,2012-08-04,51
STORE_1,STORE_1_555,2012-08-05,54
STORE_1,STORE_1_555,2012-08-06,39
STORE_1,STORE_1_555,2012-08-07,48
STORE_1,STORE_1_555,2012-08-08,41
STORE_1,STORE_1_555,2012-08-09,31
STORE_1,STORE_1_555,2012-08-10,48
STORE_1,STORE_1_555,2012-08-11,44
STORE_1,STORE_1_555,2012-08-12,43
STORE_1,STORE_1_555,2012-08-13,29
STORE_1,STORE_1_555,2012-08-14,52
STORE_1,STORE_1_555,2012-08-15,44
STORE_1,STORE_1_555,2012-08-16,43
STORE_1,STORE_1_555,2012-08-17,53
STORE_1,STORE_1_555,2012-08-18,58
STORE_1,STORE_1_555,2012-08-19,53
STORE_1,STORE_1_555,2012-08-20,21
STORE_1,STORE_1_555,2012-08-21,29
STORE_1,STORE_1_555,2012-08-22,23
STORE_1,STORE_1_555,2012-08-23,34
STORE_1,STORE_1_555,2012-08-24,35
STORE_1,STORE_1_555,2012-08-25,66
STORE_1,STORE_1_555,2012-08-26,39
STORE_1,STORE_1_555,2012-08-27,44
STORE_1,STORE_1_555,2012-08-28,26
STORE_1,STORE_1_555,2012-08-29,43
STORE_1,STORE_1_555,2012-08-30,27
STORE_1,STORE_1_555,2012-08-31,73
STORE_1,STORE_1_555,2012-09-01,49
STORE_1,STORE_1_555,2012-09-02,55
STORE_1,STORE_1_555,2012-09-03,40
STORE_1,STORE_1_555,2012-09-04,32
STORE_1,STORE_1_555,2012-09-05,25
STORE_1,STORE_1_555,2012-09-06,36
STORE_1,STORE_1_555,2012-09-07,36
STORE_1,STORE_1_555,2012-09-08,53
STORE_1,STORE_1_555,2012-09-09,51
STORE_1,STORE_1_555,2012-09-10,37
STORE_1,STORE_1_555,2012-09-11,30
STORE_1,STORE_1_555,2012-09-12,47
STORE_1,STORE_1_555,2012-09-13,41
STORE_1,STORE_1_555,2012-09-14,57
STORE_1,STORE_1_555,2012-09-15,63
STORE_1,STORE_1_555,2012-09-16,46
STORE_1,STORE_1_555,2012-09-17,44
STORE_1,STORE_1_555,2012-09-18,32
STORE_1,STORE_1_555,2012-09-19,25
STORE_1,STORE_1_555,2012-09-20,20
STORE_1,STORE_1_555,2012-09-21,27
STORE_1,STORE_1_555,2012-09-22,41
STORE_1,STORE_1_555,2012-09-23,40
STORE_1,STORE_1_555,2012-09-24,32
STORE_1,STORE_1_555,2012-09-25,26
STORE_1,STORE_1_555,2012-09-26,23
